code,wall_affinity,side,phi1_inf,phi2_inf,nearest_binodal_phi1,nearest_binodal_phi2,distance,signed_distance,tolerance,classification
m0p44,-0.44,strong,0.08125958888681978,0.0016030075187969926,0.09560899437851342,0.010555902560899439,0.01691330149911454,0.011528020655088156,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08137415472297335,0.0021040100250626567,0.09560899437851342,0.010555902560899439,0.016554913091172345,0.011547661200723296,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08148251185925695,0.002605012531328321,0.09560899437851342,0.010555902560899439,0.016210310318719747,0.011573296902681433,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.0815864064549494,0.003106015037593985,0.09560899437851342,0.010555902560899439,0.01587872149085013,0.011603241659514497,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08168689727739396,0.0036070175438596493,0.09560899437851342,0.010555902560899439,0.015559941859564861,0.011636473119383046,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08178440611642344,0.004108020050125314,0.09560899437851342,0.010555902560899439,0.015254324943735225,0.011672583999597308,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08197086184748226,0.005110025062656643,0.09560899437851342,0.010555902560899439,0.014685238869689442,0.0117530732253197,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08206148358041311,0.005611027568922307,0.09560899437851342,0.010555902560899439,0.01442174876743196,0.011795834334815295,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08289798583818907,0.010621052631578948,0.09560899437851342,0.010555902560899439,0.012711175502049686,0.012290762704025026,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.0831312863881007,0.01212406015037594,0.09560899437851342,0.011111805121798875,0.012518700289442545,0.012311743705405333,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08335922324196905,0.013627067669172934,0.09560899437851342,0.011111805121798875,0.01250533640410917,0.012482444496540726,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08358078955024938,0.015130075187969926,0.09560899437851342,0.011111805121798875,0.012681648383209523,0.012659296723155815,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08387064403562038,0.01713408521303258,0.09616489693941285,0.013335415365396628,0.012867732786848985,0.01285956267729536,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08394114432428486,0.017635087719298247,0.09616489693941285,0.013335415365396628,0.01295790532249539,0.012922257255257872,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08401143364759427,0.018136090225563912,0.09616489693941285,0.013335415365396628,0.013067254841726477,0.013005731288358656,0.001111805121798877,one_phase_side
m0p44,-0.44,strong,0.08408160092124041,0.018637092731829577,0.0967207995003123,0.015003123048094941,0.013151238587430286,0.013151233855826125,0.001111805121798877,one_phase_side
